n_trades,win_rate,profit_factor,max_drawdown,total_pnl
15,20.0,0.345238095238121,-14.399999999998727,-16.499999999998636
8,37.5,0.8285714285714905,-4.199999999999818,-1.7999999999992724
22,36.36363636363637,0.7891156462585623,-14.399999999998727,-6.199999999997999
