bar_utc,snapshots,imb1_last,imb3_last,imb5_last,imb_all_last,imb5_mean,imb5_std,depth_ratio_last,depth_ratio_mean,walls_max,spread_mean,microprice_last,flow_sum
1787175900,100,0.6667,0.4615,0.0545,-0.0001,0.1682,0.0626,1.0002,1.0002,2,12.387,69813.903204,-0.1819
1787176200,100,0.6667,0.5484,0.2364,-0.0001,0.1643,0.0451,1.0002,1.0002,2,12.4777,69721.36571,0.1819
1787176500,99,0.6667,0.4615,0.16,-0.0001,0.1636,0.0649,1.0002,1.0002,2,12.482929,69687.044895,0.0
1787176800,100,0.6667,0.4615,0.16,-0.0001,0.1716,0.1069,1.0002,1.0002,2,12.6267,69481.934718,0.1055
1787177100,100,0.8462,0.5484,0.2364,-0.0001,0.178,0.0625,1.0002,1.0002,2,12.3333,69390.888199,0.0764
1787177400,99,0.6667,0.5484,0.2364,-0.0001,0.1876,0.0909,1.0002,1.0002,2,12.403636,69276.866417,0.0
1787177700,100,0.6667,0.4615,0.16,-0.0001,0.1764,0.0399,1.0002,1.0002,2,12.0638,69246.807675,0.1055
1787178000,100,0.6667,0.4615,0.16,-0.0001,0.1887,0.0504,1.0002,1.0002,2,12.3017,69231.645038,-0.0764
1787178300,99,0.6667,0.4615,0.16,-0.0001,0.1673,0.0445,1.0002,1.0002,2,12.613535,69125.76344,0.0
1787178600,100,0.6667,0.5484,0.2364,-0.0001,0.174,0.0406,1.0002,1.0002,2,12.8139,69022.766441,0.0764
1787178900,100,0.6667,0.4615,0.16,-0.0001,0.1674,0.062,1.0002,1.0002,2,12.0086,69357.147382,-0.0764
1787179200,99,0.6667,0.4615,0.16,-0.0001,0.1696,0.0377,1.0002,1.0002,2,12.397172,69316.771279,0.0
1787179500,100,0.6667,0.4615,0.16,-0.0001,0.1626,0.0407,1.0002,1.0002,2,11.9362,69148.127234,0.0
1787179800,100,0.6667,0.4615,0.16,-0.0001,0.159,0.042,1.0002,1.0002,2,12.6597,69121.878112,0.0
1787180100,99,0.6667,0.4615,0.16,-0.0001,0.1702,0.0326,1.0002,1.0002,2,12.600808,69229.030985,0.0
1787180400,100,0.6667,0.4615,0.16,-0.0001,0.1739,0.054,1.0002,1.0002,2,12.1264,69322.040411,0.0
1787180700,100,0.6667,0.4615,0.16,-0.0001,0.1634,0.0292,1.0002,1.0002,2,12.2614,69308.705259,0.1055
1787181000,99,0.6667,0.4615,0.16,-0.0001,0.1659,0.0247,1.0002,1.0002,2,12.412424,69320.995661,-0.0764
1787181300,100,0.6667,0.4615,0.16,-0.0001,0.1593,0.0301,1.0002,1.0002,2,12.2007,69372.766531,0.1055
1787181600,100,0.6667,0.4615,0.16,-0.0001,0.1557,0.0315,1.0002,1.0002,2,12.4763,69276.167552,0.0
1787181900,99,0.6667,0.4615,0.16,-0.0001,0.1639,0.0387,1.0002,1.0002,2,12.847071,69349.957315,0.0
1787182200,100,0.6667,0.4615,0.16,-0.0001,0.1517,0.0349,1.0002,1.0002,2,12.7085,69232.034396,0.0
1787182500,100,0.6667,0.4615,0.16,-0.0001,0.1499,0.0352,1.0002,1.0002,2,12.9656,69266.839019,0.0
1787182800,99,0.6667,0.4615,0.16,-0.0001,0.15,0.0375,1.0002,1.0002,2,12.740808,69293.214717,0.0
1787183100,100,0.6667,0.4615,0.0545,-0.0001,0.1483,0.0407,1.0002,1.0002,2,13.1588,69152.910999,-0.1055
1787183400,100,0.6667,0.4615,0.16,-0.0001,0.1568,0.027,1.0002,1.0002,2,12.8365,69180.661367,0.1055
1787183700,99,0.6667,0.4615,0.16,-0.0001,0.1672,0.0268,1.0002,1.0002,2,12.525051,69306.314575,0.0267
1787184000,100,0.6667,0.4615,0.16,-0.0001,0.1634,0.0319,1.0002,1.0002,2,12.4333,69516.551442,0.0
1787184300,100,0.6667,0.4615,0.16,-0.0001,0.1513,0.0314,1.0002,1.0002,2,12.7966,69614.297485,0.0
1787184600,99,0.6667,0.4615,0.16,-0.0001,0.1507,0.0454,1.0002,1.0002,2,12.675152,69540.238326,0.3964
1787184900,100,0.6667,0.4615,0.16,-0.0001,0.1543,0.0355,1.0002,1.0002,2,12.7653,69731.260604,0.0
1787185200,100,0.6667,0.4615,0.16,-0.0001,0.1535,0.0405,1.0002,1.0002,2,12.6436,69654.200137,0.1055
1787185500,99,0.6667,0.4615,0.16,-0.0001,0.1568,0.0181,1.0002,1.0002,2,12.632323,69600.691107,0.0
1787185800,100,0.6667,0.4615,0.16,-0.0001,0.1576,0.0197,1.0002,1.0002,2,12.4848,69598.814596,0.0
1787186100,100,0.6667,0.4615,0.16,-0.0001,0.1551,0.0394,1.0002,1.0002,2,12.8071,69664.495711,0.0
1787186400,99,0.6667,0.4615,0.16,-0.0001,0.157,0.0219,1.0002,1.0002,2,12.483232,69540.683192,0.0
1787186700,100,0.6667,0.4615,0.16,-0.0001,0.1609,0.0213,1.0002,1.0002,2,12.4833,69632.691019,0.0
1787187000,100,0.6667,0.4615,0.16,-0.0001,0.1585,0.0245,1.0002,1.0002,2,12.4846,69488.508706,-0.0
1787187300,99,0.6667,0.4615,0.16,-0.0001,0.1596,0.0223,1.0002,1.0002,2,12.553939,69393.538532,0.0
1787187600,100,0.6667,0.4615,0.16,-0.0001,0.1579,0.0148,1.0002,1.0002,2,12.6031,69389.304625,0.0
1787187900,100,0.6667,0.4615,0.16,-0.0001,0.1597,0.013,1.0002,1.0002,2,12.6782,69296.452653,0.0
1787188200,99,0.6667,0.4615,0.16,-0.0001,0.1575,0.033,1.0002,1.0002,2,12.627475,69342.254924,0.0
1787188500,100,0.6667,0.4615,0.16,-0.0001,0.1517,0.0408,1.0002,1.0002,2,12.8109,69393.327363,0.0
1787188800,100,0.6667,0.4615,0.16,-0.0001,0.1567,0.0398,1.0002,1.0002,2,12.1912,69304.63747,0.0
1787189100,99,0.0,0.4286,0.2667,0.0056,0.1092,0.106,0.9889,1.0048,2,9.687879,69305.264469,0.1067
1787189400,100,0.6667,0.4615,0.16,-0.0001,0.1038,0.1116,1.0002,0.9975,2,9.2921,69558.684874,0.16
1787189700,100,0.6667,0.4615,0.16,-0.0001,0.1609,0.0213,1.0002,1.0002,2,12.5544,69544.845766,0.0
1787190000,99,0.6667,0.4615,0.16,-0.0001,0.1615,0.0107,1.0002,1.0002,2,12.519192,69608.922871,0.0
1787190300,100,0.6667,0.4615,0.16,-0.0001,0.1688,0.042,1.0002,1.0002,2,12.1114,69789.952816,0.0
1787190600,100,0.6667,0.4615,0.16,-0.0001,0.1555,0.0244,1.0002,1.0002,2,12.6498,69683.596378,0.0
1787190900,99,0.6667,0.4615,0.16,-0.0001,0.1594,0.0185,1.0002,1.0002,2,12.480707,69691.292171,0.0
1787191200,100,0.6667,0.5484,0.2364,-0.0001,0.1655,0.0279,1.0002,1.0002,2,12.6019,69759.199764,0.0764
1787191500,100,0.6667,0.5484,0.2364,-0.0001,0.1591,0.0346,1.0002,1.0002,2,12.49,69639.831403,0.0764
1787191800,99,0.6667,0.4615,0.16,-0.0001,0.1583,0.0339,1.0002,1.0002,2,12.647475,69661.447712,0.0
1787192100,100,0.6667,0.4615,0.16,-0.0001,0.1608,0.0076,1.0002,1.0002,2,13.029,69598.050684,0.0
1787192400,99,0.6667,0.4615,0.16,-0.0001,0.1554,0.0245,1.0002,1.0002,2,12.803535,69485.038509,0.0
1787192700,100,0.6667,0.4615,0.16,-0.0001,0.1587,0.0167,1.0002,1.0002,2,12.7281,69489.864616,0.0
1787193000,100,0.6667,0.4615,0.16,-0.0001,0.1552,0.0381,1.0002,1.0002,2,12.7562,69458.286265,0.0
1787193300,99,0.6667,0.4615,0.16,-0.0001,0.1623,0.0131,1.0002,1.0002,2,12.455758,69361.320921,0.0
1787193600,100,0.6667,0.4615,0.16,-0.0001,0.1576,0.0328,1.0002,1.0002,2,12.7041,69300.224912,0.0
1787193900,100,0.6667,0.4615,0.16,-0.0001,0.1534,0.0282,1.0002,1.0002,2,12.6556,69307.321316,0.0
1787194200,99,0.6667,0.4615,0.0545,-0.0001,0.1371,0.0491,1.0002,1.0002,2,12.909697,69311.272848,-0.1055
1787194500,100,0.6667,0.4615,0.16,-0.0001,0.1486,0.0353,1.0002,1.0002,2,12.9214,69300.176599,0.0
1787194800,100,0.6667,0.4615,0.16,-0.0001,0.1361,0.0479,1.0002,1.0002,2,13.0459,69145.426357,-0.0
1787195100,99,0.6667,0.4615,0.16,-0.0001,0.149,0.0343,1.0002,1.0002,2,12.924949,69041.506524,0.0
1787195400,100,0.6667,0.4615,0.16,-0.0001,0.1531,0.0406,1.0002,1.0002,2,12.5725,68980.087765,0.0
1787195700,100,0.6667,0.4615,0.0545,-0.0001,0.1359,0.0462,1.0002,1.0002,2,12.8802,69118.005825,-0.1055
1787196000,99,0.6667,0.4615,0.16,-0.0001,0.1399,0.0434,1.0002,1.0002,2,12.995455,69019.353497,0.0
1787196300,100,0.6667,0.4615,0.16,-0.0001,0.1594,0.0184,1.0002,1.0002,2,12.877,68962.007612,-0.0764
1787196600,100,0.6667,0.4615,0.0545,-0.0001,0.1473,0.0505,1.0002,1.0002,2,12.7609,69074.374512,-0.1055
1787196900,100,0.6667,0.4615,0.16,-0.0001,0.1399,0.049,1.0002,1.0002,2,12.7659,69066.909076,0.0
1787197200,99,0.6667,0.4615,0.16,-0.0001,0.1515,0.0288,1.0002,1.0002,2,12.811515,69182.430401,0.0
1787197500,100,0.6667,0.4615,0.16,-0.0001,0.138,0.0448,1.0002,1.0002,2,12.7894,69249.67713,0.0
1787197800,100,0.6667,0.4615,0.16,-0.0001,0.1523,0.0298,1.0002,1.0002,2,12.7044,69192.211859,0.0
1787198100,99,0.6667,0.4615,0.16,-0.0001,0.1603,0.0387,1.0002,1.0002,2,12.842626,69185.097823,0.0
1787198400,100,0.6667,0.4615,0.16,-0.0001,0.1537,0.0251,1.0002,1.0002,2,12.5445,69282.511375,0.0
1787198700,100,0.6667,0.4615,0.16,-0.0001,0.1495,0.0316,1.0002,1.0002,2,12.6721,69345.455777,0.0
1787199000,99,0.6667,0.4615,0.16,-0.0001,0.1509,0.0431,1.0002,1.0002,2,12.54404,69364.685792,0.0
1787199300,100,0.6667,0.4615,0.16,-0.0001,0.1587,0.0167,1.0002,1.0002,2,12.7252,69342.915657,0.0
1787199600,99,0.6667,0.4615,0.16,-0.0001,0.1589,0.0105,1.0002,1.0002,2,12.722525,69326.540962,0.0
1787199900,100,0.6667,0.4615,0.16,-0.0001,0.1568,0.0318,1.0002,1.0002,2,12.4178,69353.520262,0.0
1787200200,100,0.6667,0.4615,0.16,-0.0001,0.1605,0.0151,1.0002,1.0002,2,12.2451,69233.576744,0.0
1787200500,99,0.6667,0.4615,0.16,-0.0001,0.1579,0.0148,1.0002,1.0002,2,13.027576,69271.839213,0.0
1787200800,100,0.6667,0.4615,0.16,-0.0001,0.1537,0.0251,1.0002,1.0002,2,12.5147,69329.875133,0.0
1787201100,100,0.6667,0.4615,0.16,-0.0001,0.1568,0.018,1.0002,1.0002,2,12.8255,69369.361146,0.0
1787201400,99,0.6667,0.4615,0.16,-0.0001,0.1515,0.0288,1.0002,1.0002,2,12.609091,69501.649273,0.0
1787201700,100,0.6667,0.4615,0.0545,-0.0001,0.1515,0.0388,1.0002,1.0002,2,12.5563,69486.429732,-0.1055
1787202000,100,0.6667,0.4615,0.16,-0.0001,0.1597,0.013,1.0002,1.0002,2,12.5811,69489.449098,0.0
1787202300,100,0.6667,0.4615,0.16,-0.0001,0.1568,0.018,1.0002,1.0002,2,12.4029,69499.427812,0.0
1787202600,99,0.6667,0.4615,0.16,-0.0001,0.1575,0.033,1.0002,1.0002,2,12.229697,69454.164436,0.0
1787202900,100,0.6667,0.4615,0.16,-0.0001,0.1579,0.0148,1.0002,1.0002,2,12.4674,69560.178952,0.0
1787203200,99,0.6667,0.4615,0.16,-0.0001,0.16,0.0,1.0002,1.0002,2,12.467778,69642.990495,0.0
1787203500,100,0.6667,0.4615,0.16,-0.0001,0.1589,0.0105,1.0002,1.0002,2,12.5143,69573.085022,0.0
1787203800,100,0.6667,0.4615,0.16,-0.0001,0.1515,0.0388,1.0002,1.0002,2,12.7763,69582.662622,0.0
1787204100,99,0.6667,0.4615,0.16,-0.0001,0.1503,0.0481,1.0002,1.0002,2,12.848283,69528.232634,0.0
1787204400,100,0.6667,0.4615,0.16,-0.0001,0.1547,0.0349,1.0002,1.0002,2,12.8318,69545.653131,0.0
1787204700,100,0.6667,0.4615,0.16,-0.0001,0.1624,0.0284,1.0002,1.0002,2,12.203,69391.309837,0.0
1787205000,100,0.6667,0.4615,0.16,-0.0001,0.1631,0.015,1.0002,1.0002,2,12.4529,69377.209972,0.0
1787205300,99,0.6667,0.4615,0.16,-0.0001,0.16,0.0,1.0002,1.0002,2,12.077475,69384.632573,0.0
1787205600,100,0.6667,0.4615,0.16,-0.0001,0.1615,0.0107,1.0002,1.0002,2,12.7007,69389.748021,0.0
1787205900,100,0.6667,0.4615,0.16,-0.0001,0.16,0.0,1.0002,1.0002,2,13.08,69389.748021,0.0
1787206200,99,0.6667,0.4615,0.16,-0.0001,0.16,0.0,1.0002,1.0002,2,13.08,69389.748021,0.0
1787206500,100,0.6667,0.4615,0.16,-0.0001,0.16,0.0,1.0002,1.0002,2,13.08,69389.748021,0.0
1787206800,100,0.6667,0.4615,0.16,-0.0001,0.16,0.0,1.0002,1.0002,2,13.08,69389.748021,0.0
1787207100,99,0.6667,0.4615,0.16,-0.0001,0.16,0.0,1.0002,1.0002,2,13.08,69389.748021,0.0
1787207400,100,0.6667,0.4615,0.16,-0.0001,0.16,0.0,1.0002,1.0002,2,13.196,69627.15678,0.0
1787207700,100,0.6667,0.4615,0.16,-0.0001,0.0677,0.3131,1.0002,0.9996,2,16.1965,69709.060309,0.0
1787208000,99,0.6667,0.4615,0.16,-0.0001,0.1478,0.1168,1.0002,1.0001,2,12.43404,69755.300457,0.0
1787208300,100,0.6667,0.4615,0.16,-0.0001,0.1561,0.1179,1.0002,1.0001,2,12.0893,69864.161869,0.0
1787208600,100,0.6667,0.4615,0.16,-0.0001,0.1612,0.009,1.0002,1.0002,2,12.3772,69835.756499,0.0
1787208900,99,0.6667,0.4615,0.16,-0.0001,0.1615,0.0107,1.0002,1.0002,2,12.509596,69836.567462,0.0
1787209200,100,0.6667,0.4615,0.16,-0.0001,0.1615,0.0107,1.0002,1.0002,2,12.7413,69838.908051,0.0
1787209500,100,0.6667,0.4615,0.16,-0.0001,0.1623,0.013,1.0002,1.0002,2,12.3851,69937.074459,0.0
1787209800,99,0.6667,0.4615,0.16,-0.0001,0.1657,0.0345,1.0002,1.0002,2,12.256364,69778.28329,0.0
1787210100,100,0.6667,0.4615,0.16,-0.0001,0.1602,0.0199,1.0002,1.0002,2,12.4851,69610.923437,0.0
1787210400,100,0.6667,0.4615,0.16,-0.0001,0.157,0.0218,1.0002,1.0002,2,12.5398,69609.550859,0.0
1787210700,99,0.6667,0.4615,0.16,-0.0001,0.1589,0.0105,1.0002,1.0002,2,12.770909,69656.799194,0.0
1787211000,100,0.6667,0.4615,0.16,-0.0001,0.1513,0.0314,1.0002,1.0002,2,12.6338,69585.32635,0.0
1787211300,100,0.6667,0.4615,0.16,-0.0001,0.1517,0.0437,1.0002,1.0002,2,12.5252,69540.31613,0.0
1787211600,99,0.6667,0.4615,0.16,-0.0001,0.1588,0.0262,1.0002,1.0002,2,12.547778,69598.027147,0.0
1787211900,100,0.6667,0.4615,0.16,-0.0001,0.1579,0.0148,1.0002,1.0002,2,12.5434,69670.852293,0.0
1787212200,100,0.6667,0.4615,0.16,-0.0001,0.1584,0.0212,1.0002,1.0002,2,12.7724,69799.139584,0.0
1787212500,99,0.6667,0.4615,0.16,-0.0001,0.1594,0.0185,1.0002,1.0002,2,12.264747,69818.139824,0.0
1787212800,100,0.6667,0.4615,0.16,-0.0001,0.1579,0.0148,1.0002,1.0002,2,12.3601,69842.905057,0.0
1787213100,100,0.6667,0.4615,0.16,-0.0001,0.1423,0.0681,1.0002,1.0002,2,12.474,70707.417727,-0.0
1787213400,99,0.6667,0.4615,0.0545,-0.0001,0.1395,0.0674,1.0002,1.0002,2,12.506465,71301.689152,-0.1819
1787213700,100,0.6667,0.4615,0.16,-0.0001,0.1368,0.0621,1.0002,1.0002,2,12.8328,71311.790199,-0.0764
1787214000,100,0.6667,0.4615,0.16,-0.0001,0.1636,0.0426,1.0002,1.0002,2,12.6309,71155.68784,0.0
1787214300,99,0.6667,0.4615,0.16,-0.0001,0.149,0.0365,1.0002,1.0002,2,12.944747,71327.802945,0.0
1787214600,100,0.6667,0.4615,0.16,-0.0001,0.143,0.05,1.0002,1.0002,2,12.4419,71255.872889,0.0
1787214900,100,0.6667,0.4615,0.16,-0.0001,0.1599,0.0471,1.0002,1.0002,2,12.3934,71418.632605,-0.0764
1787215200,47,0.6667,0.4615,0.16,-0.0001,0.1494,0.0526,1.0002,1.0002,2,12.425957,71477.358493,0.1055
1787215500,99,0.6667,0.4615,0.16,-0.0001,0.1527,0.0533,1.0002,1.0002,2,12.57899,71601.207455,0.0
1787215800,19,0.6667,0.4615,0.16,-0.0001,0.1529,0.0378,1.0002,1.0002,2,12.798421,71773.092562,0.0
1787216100,99,0.6667,0.4615,0.16,-0.0001,0.1579,0.0346,1.0002,1.0002,2,12.534545,71558.666559,0.0
1787216400,100,0.6667,0.4615,0.0545,-0.0001,0.1559,0.0373,1.0002,1.0002,2,12.507,71606.04061,-0.1055
1787216700,100,0.6667,0.4615,0.16,-0.0001,0.1605,0.0964,1.0002,1.0002,2,12.6167,71850.78684,-0.0
1787217000,67,0.6667,0.4615,0.16,-0.0001,0.1492,0.048,1.0002,1.0002,2,12.808209,71909.568662,0.0
1787217300,100,0.6667,0.4615,0.16,-0.0001,0.1482,0.0651,1.0002,1.0002,2,12.6915,71859.348655,0.1055
1787217600,99,0.6667,0.4615,0.16,-0.0001,0.1361,0.0697,1.0002,1.0002,2,12.660202,71999.713104,0.0
1787217900,100,0.6667,0.4615,0.16,-0.0001,0.147,0.0366,1.0002,1.0002,2,12.6623,71799.374783,0.0
1787218200,100,0.6667,0.4615,0.16,-0.0001,0.1303,0.0823,1.0002,1.0002,2,12.6349,71916.754408,0.0
1787218500,99,0.6667,0.4615,0.16,-0.0001,0.1477,0.0461,1.0002,1.0002,2,12.88202,71857.121233,-0.0764
1787218800,100,0.6667,0.4615,0.16,-0.0001,0.1543,0.0355,1.0002,1.0002,2,12.5291,71979.139088,0.0
1787219100,100,0.6667,0.4615,0.16,-0.0001,0.1505,0.047,1.0002,1.0002,2,12.9016,71890.288685,0.0
1787219400,100,0.6667,0.4615,0.16,-0.0001,0.1559,0.0389,1.0002,1.0002,2,12.6511,71685.213119,-0.0764
1787219700,99,0.6667,0.4615,0.16,-0.0001,0.1625,0.0239,1.0002,1.0002,2,12.470909,71785.692197,0.0
1787220000,100,0.6667,0.4615,0.0545,-0.0001,0.1426,0.0636,1.0002,1.0002,2,12.9684,71753.9391,-0.1055
1787220300,100,0.6667,0.4615,0.16,-0.0001,0.1351,0.0605,1.0002,1.0002,2,12.9006,71830.737634,0.0
1787220600,99,0.6667,0.4615,0.16,-0.0001,0.1324,0.0665,1.0002,1.0002,2,12.790101,72046.758213,0.1055
1787220900,100,0.6667,0.4615,0.16,-0.0001,0.1315,0.0706,1.0002,1.0002,2,12.8467,72377.077465,0.0
1787221200,100,0.6667,0.4615,0.16,-0.0001,0.1561,0.0537,1.0002,1.0002,2,12.6726,72223.184337,0.0
1787221500,99,0.6667,0.4615,0.16,-0.0001,0.1475,0.0582,1.0002,1.0002,2,12.555455,72016.534326,0.0
1787221800,100,0.6667,0.4615,0.16,-0.0001,0.1532,0.0523,1.0002,1.0002,2,12.1838,71858.22006,0.0
1787222100,100,0.6667,0.4615,0.16,-0.0001,0.1552,0.0276,1.0002,1.0002,2,12.8927,71835.227851,0.0
1787222400,99,0.6667,0.4615,0.16,-0.0001,0.1468,0.0524,1.0002,1.0002,2,12.630101,71788.42748,0.32
1787222700,100,0.6667,0.4615,0.16,-0.0001,0.143,0.0597,1.0002,1.0002,2,12.6197,71845.490787,0.0
1787223000,100,0.6667,0.4615,0.16,-0.0001,0.1504,0.0538,1.0002,1.0002,2,13.4171,71898.134582,0.0
1787223300,99,0.6667,0.4615,0.16,-0.0001,0.1578,0.0282,1.0002,1.0002,2,12.758283,71976.420777,0.0
1787223600,100,0.6667,0.4615,0.16,-0.0001,0.1421,0.0608,1.0002,1.0002,2,12.7864,72036.615629,-0.0
1787223900,100,0.6667,0.4615,0.16,-0.0001,0.1601,0.0453,1.0002,1.0002,2,12.525,71933.194613,0.0
